Hunderassen in Wien | Breed of Dogs in Vienna;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;Postal_CODE;Dog Breed;Anzahl;Ref_Date
AT1;AT13;AT113;90100;.;1010;Dackel;5;20123112
AT1;AT13;AT113;90100;.;1010;Dackel / Mischling;7;20123112
AT1;AT13;AT113;90100;.;1010;Dalmatiner;1;20123112
AT1;AT13;AT113;90100;.;1010;Deutsche Dogge;2;20123112
AT1;AT13;AT113;90100;.;1010;Deutscher Jagdterrier;1;20123112
AT1;AT13;AT113;90100;.;1010;Deutscher Jagdterrier / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Deutscher Schäferhund;6;20123112
AT1;AT13;AT113;90100;.;1010;Deutscher Schäferhund / Mischling;4;20123112
AT1;AT13;AT113;90100;.;1010;Dogo Argentino;1;20123112
AT1;AT13;AT113;90100;.;1010;Dogo Argentino / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Drahthaar-Foxterrier;4;20123112
AT1;AT13;AT113;90100;.;1010;Englischer Cockerspaniel;7;20123112
AT1;AT13;AT113;90100;.;1010;Englischer Cockerspaniel / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;English Springer Spaniel;1;20123112
AT1;AT13;AT113;90100;.;1010;Entlebucher Sennenhund;3;20123112
AT1;AT13;AT113;90100;.;1010;Flat Coated Retriever;2;20123112
AT1;AT13;AT113;90100;.;1010;Französische Bulldogge;7;20123112
AT1;AT13;AT113;90100;.;1010;Glatthaar-Foxterrier;1;20123112
AT1;AT13;AT113;90100;.;1010;Golden Retriever;14;20123112
AT1;AT13;AT113;90100;.;1010;Golden Retriever / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Gordon Setter;1;20123112
AT1;AT13;AT113;90100;.;1010;Gordon Setter / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Griffon Bruxellois;1;20123112
AT1;AT13;AT113;90100;.;1010;Grosser Schweizer Sennenhund;1;20123112
AT1;AT13;AT113;90100;.;1010;Grosspudel;1;20123112
AT1;AT13;AT113;90100;.;1010;Havaneser;1;20123112
AT1;AT13;AT113;90100;.;1010;Havaneser / Mischling;6;20123112
AT1;AT13;AT113;90100;.;1010;Irish Setter;1;20123112
AT1;AT13;AT113;90100;.;1010;Irish Terrier;1;20123112
AT1;AT13;AT113;90100;.;1010;Irish Terrier / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Italienisches Windspiel;1;20123112
AT1;AT13;AT113;90100;.;1010;Jack-Russell-Terrier;4;20123112
AT1;AT13;AT113;90100;.;1010;Jack-Russell-Terrier / Mischling;6;20123112
AT1;AT13;AT113;90100;.;1010;Japan-Chin;1;20123112
AT1;AT13;AT113;90100;.;1010;Kerry Blue Terrier;1;20123112
AT1;AT13;AT113;90100;.;1010;Labrador Retriever;5;20123112
AT1;AT13;AT113;90100;.;1010;Labrador Retriever / Mischling;14;20123112
AT1;AT13;AT113;90100;.;1010;Lagotto Romagnolo;1;20123112
AT1;AT13;AT113;90100;.;1010;Langhaardackel;2;20123112
AT1;AT13;AT113;90100;.;1010;Leonberger;1;20123112
AT1;AT13;AT113;90100;.;1010;Leonberger / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Lhasa Apso;1;20123112
AT1;AT13;AT113;90100;.;1010;Lurcher;1;20123112
AT1;AT13;AT113;90100;.;1010;Löwchen;2;20123112
AT1;AT13;AT113;90100;.;1010;Magyar Vizsla;4;20123112
AT1;AT13;AT113;90100;.;1010;Malteser;8;20123112
AT1;AT13;AT113;90100;.;1010;Malteser / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Mops;6;20123112
AT1;AT13;AT113;90100;.;1010;Norfolk-Terrier;1;20123112
AT1;AT13;AT113;90100;.;1010;Papillon;2;20123112
AT1;AT13;AT113;90100;.;1010;Parson-Russell-Terrier;7;20123112
AT1;AT13;AT113;90100;.;1010;Parson-Russell-Terrier / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Pekinese;2;20123112
AT1;AT13;AT113;90100;.;1010;Pekinese / Mischling;2;20123112
AT1;AT13;AT113;90100;.;1010;Podenco Canario;1;20123112
AT1;AT13;AT113;90100;.;1010;Pudel;7;20123112
AT1;AT13;AT113;90100;.;1010;Puli;1;20123112
AT1;AT13;AT113;90100;.;1010;Rauhhaardackel (Zwergdackel);6;20123112
AT1;AT13;AT113;90100;.;1010;Rhodesian Ridgeback;2;20123112
AT1;AT13;AT113;90100;.;1010;Rottweiler;3;20123112
AT1;AT13;AT113;90100;.;1010;Rottweiler / Mischling;2;20123112
AT1;AT13;AT113;90100;.;1010;Saluki;1;20123112
AT1;AT13;AT113;90100;.;1010;Samojede;1;20123112
AT1;AT13;AT113;90100;.;1010;Schnauzer;2;20123112
AT1;AT13;AT113;90100;.;1010;Schnauzer / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Scottish Terrier;1;20123112
AT1;AT13;AT113;90100;.;1010;Shar Pei;1;20123112
AT1;AT13;AT113;90100;.;1010;Sheltie;1;20123112
AT1;AT13;AT113;90100;.;1010;Sheltie / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Shiba Inu;1;20123112
AT1;AT13;AT113;90100;.;1010;Shih Tzu;9;20123112
AT1;AT13;AT113;90100;.;1010;Siberian Husky;1;20123112
AT1;AT13;AT113;90100;.;1010;Skye Terrier;1;20123112
AT1;AT13;AT113;90100;.;1010;Spitz;1;20123112
AT1;AT13;AT113;90100;.;1010;Spitz / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Staffordshire-Bullterrier;1;20123112
AT1;AT13;AT113;90100;.;1010;Staffordshire-Bullterrier / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Steirische Rauhhaarige Hochgebirgsbracke;1;20123112
AT1;AT13;AT113;90100;.;1010;Tibet-Terrier;2;20123112
AT1;AT13;AT113;90100;.;1010;Toy-Pudel;6;20123112
AT1;AT13;AT113;90100;.;1010;Unbekannt;154;20123112
AT1;AT13;AT113;90100;.;1010;Ungarischer Windhund;1;20123112
AT1;AT13;AT113;90100;.;1010;Weimaraner;3;20123112
AT1;AT13;AT113;90100;.;1010;Weißer Schweizer Schäferhund;1;20123112
AT1;AT13;AT113;90100;.;1010;Welsh Corgi Cardigan;2;20123112
AT1;AT13;AT113;90100;.;1010;Welsh Corgi Pembroke;1;20123112
AT1;AT13;AT113;90100;.;1010;Welsh Terrier;1;20123112
AT1;AT13;AT113;90100;.;1010;West Highland White Terrier;7;20123112
AT1;AT13;AT113;90100;.;1010;Whippet;1;20123112
AT1;AT13;AT113;90100;.;1010;Yorkshire Terrier;9;20123112
AT1;AT13;AT113;90100;.;1010;Zwergpinscher;4;20123112
AT1;AT13;AT113;90100;.;1010;Zwergpinscher / Mischling;1;20123112
AT1;AT13;AT113;90100;.;1010;Zwergpudel;3;20123112
AT1;AT13;AT113;90100;.;1010;Zwergspitz;1;20123112
AT1;AT13;AT113;90100;.;1010;Zwergspitz / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Afghanischer Windhund;1;20123112
AT1;AT13;AT113;90200;.;1020;Airedale-Terrier;3;20123112
AT1;AT13;AT113;90200;.;1020;Alano Espa?ol / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Alaskan Malamute;2;20123112
AT1;AT13;AT113;90200;.;1020;American Akita;1;20123112
AT1;AT13;AT113;90200;.;1020;American Bulldog;3;20123112
AT1;AT13;AT113;90200;.;1020;American Shepherd;1;20123112
AT1;AT13;AT113;90200;.;1020;Amerikanischer Cockerspaniel;7;20123112
AT1;AT13;AT113;90200;.;1020;Amerikanischer Cockerspaniel / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Amerikanischer Pit-Bullterrier;9;20123112
AT1;AT13;AT113;90200;.;1020;Amerikanischer Pit-Bullterrier / Mischling;5;20123112
AT1;AT13;AT113;90200;.;1020;Amerikanischer Pit-Bullterrier / Staffordshire-Bullterrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Amerikanischer Staffordshire-Terrier;42;20123112
AT1;AT13;AT113;90200;.;1020;Amerikanischer Staffordshire-Terrier / Mischling;20;20123112
AT1;AT13;AT113;90200;.;1020;Aussiedoodle;1;20123112
AT1;AT13;AT113;90200;.;1020;Australian Cattle Dog;2;20123112
AT1;AT13;AT113;90200;.;1020;Australian Kelpie;2;20123112
AT1;AT13;AT113;90200;.;1020;Australian Shepherd Dog;12;20123112
AT1;AT13;AT113;90200;.;1020;Australian Shepherd Dog / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Balkanbracke;1;20123112
AT1;AT13;AT113;90200;.;1020;Barsoi;1;20123112
AT1;AT13;AT113;90200;.;1020;Basenji;1;20123112
AT1;AT13;AT113;90200;.;1020;Basset Hound;2;20123112
AT1;AT13;AT113;90200;.;1020;Bayerischer Gebirgsschweisshund;1;20123112
AT1;AT13;AT113;90200;.;1020;Beagle;31;20123112
AT1;AT13;AT113;90200;.;1020;Beagle / Boxer;1;20123112
AT1;AT13;AT113;90200;.;1020;Beagle / Mischling;5;20123112
AT1;AT13;AT113;90200;.;1020;Bearded Collie;2;20123112
AT1;AT13;AT113;90200;.;1020;Bedlington-Terrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Belgischer Schäferhund;3;20123112
AT1;AT13;AT113;90200;.;1020;Belgischer Schäferhund / Mischling;3;20123112
AT1;AT13;AT113;90200;.;1020;Belgischer Schäferhund / Rhodesian Ridgeback;1;20123112
AT1;AT13;AT113;90200;.;1020;Berner Sennenhund;4;20123112
AT1;AT13;AT113;90200;.;1020;Berner Sennenhund / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Bernhardiner / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Bichon Frisé;3;20123112
AT1;AT13;AT113;90200;.;1020;Bobtail;2;20123112
AT1;AT13;AT113;90200;.;1020;Bologneser;2;20123112
AT1;AT13;AT113;90200;.;1020;Bordeauxdogge;3;20123112
AT1;AT13;AT113;90200;.;1020;Border-Collie;15;20123112
AT1;AT13;AT113;90200;.;1020;Border-Collie / Dackel;1;20123112
AT1;AT13;AT113;90200;.;1020;Border-Collie / Mischling;15;20123112
AT1;AT13;AT113;90200;.;1020;Border-Terrier;2;20123112
AT1;AT13;AT113;90200;.;1020;Border-Terrier / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Boston Terrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Boxer;17;20123112
AT1;AT13;AT113;90200;.;1020;Boxer / Amerikanischer Pit-Bullterrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Boxer / Beagle;1;20123112
AT1;AT13;AT113;90200;.;1020;Boxer / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Bracke / Mischling;4;20123112
AT1;AT13;AT113;90200;.;1020;Briard;4;20123112
AT1;AT13;AT113;90200;.;1020;Bulldog;5;20123112
AT1;AT13;AT113;90200;.;1020;Bullmastiff;1;20123112
AT1;AT13;AT113;90200;.;1020;Bullterrier;5;20123112
AT1;AT13;AT113;90200;.;1020;Bullterrier / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Cairn-Terrier;2;20123112
AT1;AT13;AT113;90200;.;1020;Cairn-Terrier / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Cane Corso;5;20123112
AT1;AT13;AT113;90200;.;1020;Cao de Agua Portugues;1;20123112
AT1;AT13;AT113;90200;.;1020;Cavalier King Charles Spaniel;6;20123112
AT1;AT13;AT113;90200;.;1020;Cavalier King Charles Spaniel / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Chihuahua kurzhaariger Schlag;86;20123112
AT1;AT13;AT113;90200;.;1020;Chihuahua kurzhaariger Schlag / Mischling;13;20123112
AT1;AT13;AT113;90200;.;1020;Chihuahua kurzhaariger Schlag / Mops;1;20123112
AT1;AT13;AT113;90200;.;1020;Chihuahua kurzhaariger Schlag / Yorkshire Terrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Chihuahua kurzhaariger Schlag / Zwergpinscher;1;20123112
AT1;AT13;AT113;90200;.;1020;Chihuahua langhaariger Schlag;19;20123112
AT1;AT13;AT113;90200;.;1020;Chihuahua langhaariger Schlag / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Chinesischer Schopfhund Hairless-Schlag;5;20123112
AT1;AT13;AT113;90200;.;1020;Chow-Chow;1;20123112
AT1;AT13;AT113;90200;.;1020;Chow-Chow / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Cocker Spaniel;6;20123112
AT1;AT13;AT113;90200;.;1020;Cocker Spaniel / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Cockerpoo;1;20123112
AT1;AT13;AT113;90200;.;1020;Collie;7;20123112
AT1;AT13;AT113;90200;.;1020;Collie / Mischling;6;20123112
AT1;AT13;AT113;90200;.;1020;Coton de Tulear;1;20123112
AT1;AT13;AT113;90200;.;1020;Dackel;14;20123112
AT1;AT13;AT113;90200;.;1020;Dackel / Mischling;33;20123112
AT1;AT13;AT113;90200;.;1020;Dackel / Zwergpinscher;1;20123112
AT1;AT13;AT113;90200;.;1020;Dalmatiner;3;20123112
AT1;AT13;AT113;90200;.;1020;Dalmatiner / Boxer;1;20123112
AT1;AT13;AT113;90200;.;1020;Dalmatiner / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Deutsch Drahthaar;5;20123112
AT1;AT13;AT113;90200;.;1020;Deutsch Drahthaar / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Deutsch Kurzhaar / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Deutsche Dogge;8;20123112
AT1;AT13;AT113;90200;.;1020;Deutsche Dogge / Mischling;4;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Jagdterrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Jagdterrier / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Pinscher;2;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Pinscher / Border-Collie;1;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Pinscher / Mischling;3;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Schäferhund;41;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Schäferhund / Mischling;47;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Schäferhund / Siberian Husky;2;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Schäferhund Brauner langhaariger Schlag;1;20123112
AT1;AT13;AT113;90200;.;1020;Deutscher Schäferhund Brauner langhaariger Schlag / Mischlin;1;20123112
AT1;AT13;AT113;90200;.;1020;Dobermann;4;20123112
AT1;AT13;AT113;90200;.;1020;Dobermann / Mischling;3;20123112
AT1;AT13;AT113;90200;.;1020;Dobermann / Rottweiler;1;20123112
AT1;AT13;AT113;90200;.;1020;Dogo Argentino;6;20123112
AT1;AT13;AT113;90200;.;1020;Dogo Argentino / Mischling;4;20123112
AT1;AT13;AT113;90200;.;1020;Drahthaar-Foxterrier;3;20123112
AT1;AT13;AT113;90200;.;1020;Drahthaar-Foxterrier / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Englischer Cockerspaniel;32;20123112
AT1;AT13;AT113;90200;.;1020;Englischer Cockerspaniel / Mischling;12;20123112
AT1;AT13;AT113;90200;.;1020;English Setter;2;20123112
AT1;AT13;AT113;90200;.;1020;English Setter / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Entlebucher Sennenhund;3;20123112
AT1;AT13;AT113;90200;.;1020;Entlebucher Sennenhund / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Epagneul Breton;3;20123112
AT1;AT13;AT113;90200;.;1020;Eurasier;1;20123112
AT1;AT13;AT113;90200;.;1020;Fila Brasileiro;1;20123112
AT1;AT13;AT113;90200;.;1020;Flat Coated Retriever;5;20123112
AT1;AT13;AT113;90200;.;1020;Französische Bulldogge;30;20123112
AT1;AT13;AT113;90200;.;1020;Französische Bulldogge / Mischling;4;20123112
AT1;AT13;AT113;90200;.;1020;Glatthaar-Foxterrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Golden Retriever;72;20123112
AT1;AT13;AT113;90200;.;1020;Golden Retriever / Deutscher Schäferhund;1;20123112
AT1;AT13;AT113;90200;.;1020;Golden Retriever / Mischling;9;20123112
AT1;AT13;AT113;90200;.;1020;Gordon Setter;1;20123112
AT1;AT13;AT113;90200;.;1020;Griffon Belge;2;20123112
AT1;AT13;AT113;90200;.;1020;Griffon Bruxellois;2;20123112
AT1;AT13;AT113;90200;.;1020;Groenendael;1;20123112
AT1;AT13;AT113;90200;.;1020;Grosser Münsterländer;1;20123112
AT1;AT13;AT113;90200;.;1020;Grosser Münsterländer / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Grosspudel;2;20123112
AT1;AT13;AT113;90200;.;1020;Havaneser;7;20123112
AT1;AT13;AT113;90200;.;1020;Havaneser / Mischling;22;20123112
AT1;AT13;AT113;90200;.;1020;Hollandse Herdershond;1;20123112
AT1;AT13;AT113;90200;.;1020;Hovawart;3;20123112
AT1;AT13;AT113;90200;.;1020;Hovawart / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Irish Setter;4;20123112
AT1;AT13;AT113;90200;.;1020;Irish Setter / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Irish Soft Coated Wheaten Terrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Irish Terrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Irish Wolfhound;2;20123112
AT1;AT13;AT113;90200;.;1020;Italienisches Windspiel / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Jack-Russell-Terrier;12;20123112
AT1;AT13;AT113;90200;.;1020;Jack-Russell-Terrier / Mischling;30;20123112
AT1;AT13;AT113;90200;.;1020;Jack-Russell-Terrier / Pekinese;1;20123112
AT1;AT13;AT113;90200;.;1020;Jagdterrier / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Kleiner Münsterländer;5;20123112
AT1;AT13;AT113;90200;.;1020;Kooikerhond;2;20123112
AT1;AT13;AT113;90200;.;1020;Kroatischer Schäferhund;1;20123112
AT1;AT13;AT113;90200;.;1020;Kromfohrländer;1;20123112
AT1;AT13;AT113;90200;.;1020;Kuvasz / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Labradoodle;1;20123112
AT1;AT13;AT113;90200;.;1020;Labrador Retriever;31;20123112
AT1;AT13;AT113;90200;.;1020;Labrador Retriever / Deutscher Schäferhund;2;20123112
AT1;AT13;AT113;90200;.;1020;Labrador Retriever / Golden Retriever;1;20123112
AT1;AT13;AT113;90200;.;1020;Labrador Retriever / Mischling;81;20123112
AT1;AT13;AT113;90200;.;1020;Labrador Retriever / Zwergpinscher;1;20123112
AT1;AT13;AT113;90200;.;1020;Lakeland-Terrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Landseer;1;20123112
AT1;AT13;AT113;90200;.;1020;Langhaardackel;4;20123112
AT1;AT13;AT113;90200;.;1020;Leonberger;1;20123112
AT1;AT13;AT113;90200;.;1020;Lhasa Apso;2;20123112
AT1;AT13;AT113;90200;.;1020;Magyar Vizsla;12;20123112
AT1;AT13;AT113;90200;.;1020;Malinois;5;20123112
AT1;AT13;AT113;90200;.;1020;Malteser;60;20123112
AT1;AT13;AT113;90200;.;1020;Malteser / Chihuahua kurzhaariger Schlag;1;20123112
AT1;AT13;AT113;90200;.;1020;Malteser / Mischling;12;20123112
AT1;AT13;AT113;90200;.;1020;Malteser / Spitz;1;20123112
AT1;AT13;AT113;90200;.;1020;Mittelspitz;1;20123112
AT1;AT13;AT113;90200;.;1020;Mops;29;20123112
AT1;AT13;AT113;90200;.;1020;Mops / Malteser;1;20123112
AT1;AT13;AT113;90200;.;1020;Mops / Mischling;3;20123112
AT1;AT13;AT113;90200;.;1020;Mops / Pekinese;1;20123112
AT1;AT13;AT113;90200;.;1020;Mudi;1;20123112
AT1;AT13;AT113;90200;.;1020;Neufundländer;1;20123112
AT1;AT13;AT113;90200;.;1020;Olde English Bulldogge;2;20123112
AT1;AT13;AT113;90200;.;1020;Papillon;3;20123112
AT1;AT13;AT113;90200;.;1020;Parson-Russell-Terrier;11;20123112
AT1;AT13;AT113;90200;.;1020;Pekinese;29;20123112
AT1;AT13;AT113;90200;.;1020;Pekinese / Chihuahua kurzhaariger Schlag;1;20123112
AT1;AT13;AT113;90200;.;1020;Pekinese / Mischling;9;20123112
AT1;AT13;AT113;90200;.;1020;Podenco Ibicenco / Basenji;1;20123112
AT1;AT13;AT113;90200;.;1020;Pointer / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Prager Rattler;1;20123112
AT1;AT13;AT113;90200;.;1020;Pudel;19;20123112
AT1;AT13;AT113;90200;.;1020;Pudel / Dackel;1;20123112
AT1;AT13;AT113;90200;.;1020;Pudel / Mischling;5;20123112
AT1;AT13;AT113;90200;.;1020;Pumi;1;20123112
AT1;AT13;AT113;90200;.;1020;Pumi / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Rauhhaardackel (Zwergdackel);8;20123112
AT1;AT13;AT113;90200;.;1020;Rauhhaardackel (Zwergdackel) / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Rhodesian Ridgeback;6;20123112
AT1;AT13;AT113;90200;.;1020;Riesenschnauzer / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Rottweiler;22;20123112
AT1;AT13;AT113;90200;.;1020;Rottweiler / Mischling;5;20123112
AT1;AT13;AT113;90200;.;1020;Russkiy Toy;2;20123112
AT1;AT13;AT113;90200;.;1020;Schnauzer;6;20123112
AT1;AT13;AT113;90200;.;1020;Schnauzer / Mischling;12;20123112
AT1;AT13;AT113;90200;.;1020;Scottish Terrier;1;20123112
AT1;AT13;AT113;90200;.;1020;Shar Pei;2;20123112
AT1;AT13;AT113;90200;.;1020;Shar Pei / Labrador Retriever;1;20123112
AT1;AT13;AT113;90200;.;1020;Sheltie;5;20123112
AT1;AT13;AT113;90200;.;1020;Shiba Inu;5;20123112
AT1;AT13;AT113;90200;.;1020;Shih Tzu;19;20123112
AT1;AT13;AT113;90200;.;1020;Shih Tzu / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Shiloh Shepherd;1;20123112
AT1;AT13;AT113;90200;.;1020;Siberian Husky;14;20123112
AT1;AT13;AT113;90200;.;1020;Siberian Husky / Deutscher Schäferhund;1;20123112
AT1;AT13;AT113;90200;.;1020;Siberian Husky / Mischling;8;20123112
AT1;AT13;AT113;90200;.;1020;Spanischer Windhund;1;20123112
AT1;AT13;AT113;90200;.;1020;Spanischer Windhund / Mischling;5;20123112
AT1;AT13;AT113;90200;.;1020;Spitz;2;20123112
AT1;AT13;AT113;90200;.;1020;Spitz / Mischling;4;20123112
AT1;AT13;AT113;90200;.;1020;Staffordshire-Bullterrier;13;20123112
AT1;AT13;AT113;90200;.;1020;Staffordshire-Bullterrier / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Sussex-Spaniel / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Thai Ridgeback;1;20123112
AT1;AT13;AT113;90200;.;1020;Tibet-Spaniel;4;20123112
AT1;AT13;AT113;90200;.;1020;Tibet-Terrier;2;20123112
AT1;AT13;AT113;90200;.;1020;Tibet-Terrier / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Unbekannt;856;20123112
AT1;AT13;AT113;90200;.;1020;Ungarischer Windhund;2;20123112
AT1;AT13;AT113;90200;.;1020;Volpino;1;20123112
AT1;AT13;AT113;90200;.;1020;Weimaraner;2;20123112
AT1;AT13;AT113;90200;.;1020;Weimaraner / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Weißer Schweizer Schäferhund;3;20123112
AT1;AT13;AT113;90200;.;1020;Welsh Corgi Cardigan;1;20123112
AT1;AT13;AT113;90200;.;1020;West Highland White Terrier;25;20123112
AT1;AT13;AT113;90200;.;1020;West Highland White Terrier / Mischling;4;20123112
AT1;AT13;AT113;90200;.;1020;Whippet;3;20123112
AT1;AT13;AT113;90200;.;1020;Whippet / Mischling;2;20123112
AT1;AT13;AT113;90200;.;1020;Windhund / Mischling;4;20123112
AT1;AT13;AT113;90200;.;1020;Wolfsspitz;1;20123112
AT1;AT13;AT113;90200;.;1020;Yorkshire Terrier;76;20123112
AT1;AT13;AT113;90200;.;1020;Yorkshire Terrier / Mischling;10;20123112
AT1;AT13;AT113;90200;.;1020;Zwergpinscher;33;20123112
AT1;AT13;AT113;90200;.;1020;Zwergpinscher / Malteser;1;20123112
AT1;AT13;AT113;90200;.;1020;Zwergpinscher / Mischling;10;20123112
AT1;AT13;AT113;90200;.;1020;Zwergpudel;2;20123112
AT1;AT13;AT113;90200;.;1020;Zwergschnauzer;3;20123112
AT1;AT13;AT113;90200;.;1020;Zwergschäferhund / Mischling;1;20123112
AT1;AT13;AT113;90200;.;1020;Zwergschäferhund / Zwergschnauzer;1;20123112
